location_type,folio,role,age,IQ,female,educ,school_type
4,1376,2,24,102.9508,1,8,0
4,1376,3,2,119.6957,1,0,0
4,1376,3,5,136.8692,0,0,0
4,1377,2,37,99.15676,1,5,0
4,1378,3,16,89.57819,1,2,0
4,1379,1,31,87.62324,0,9,0
4,1379,2,27,112.9189,1,9,0
4,1379,3,5,104.3997,0,0,0
4,1380,3,7,126.2556,0,1,2
4,1381,3,3,100.2064,0,0,0
4,1382,2,30,121.0876,1,9,0
4,1383,1,45,106.2775,0,9,0
4,1383,3,1,74.43936,1,0,0
4,1383,3,15,106.2176,0,8,0
4,1384,1,58,88.72113,0,3,0
4,1384,3,18,105.1729,1,11,1
4,1385,2,70,93.88641,1,0,0
4,1386,1,41,115.2461,0,3,0
4,1386,2,41,99.88912,1,6,0
4,1386,3,15,123.5151,1,8,1
4,1386,3,14,107.6147,0,7,1
4,1387,1,37,130.6588,0,16,0
4,1388,2,42,86.69679,1,0,0
4,1388,3,11,93.33517,1,3,1
4,1388,3,15,90.01598,0,7,0
4,1388,3,14,90.01598,0,6,1
4,1389,3,3,94.85777,0,0,0
4,1390,1,82,87.78693,0,0,0
4,1390,2,72,122.003,1,0,0
4,1391,1,30,105.4518,0,8,0
4,1391,2,29,108.7397,1,16,0
4,1391,3,7,126.2556,0,0,1
4,1391,3,9,117.3233,0,2,1
4,1392,1,42,102.0988,0,16,0
4,1392,2,42,122.6348,1,9,0
4,1392,3,11,111.3755,0,5,1
4,1392,3,18,121.5069,0,12,1
4,1393,1,28,99.4163,0,9,0
4,1393,2,29,103.476,1,9,0
4,1393,3,7,113.9561,1,3,1
4,1393,3,2,105.6161,0,0,0
4,1394,1,46,120.9607,0,8,0
4,1394,2,46,118.4131,1,6,0
4,1394,3,19,120.9607,0,16,1
4,1394,3,20,120.9607,0,16,0
4,1394,3,21,123.5083,1,16,1
4,1395,2,67,81.98127,1,3,0
4,1396,3,10,102.4752,1,4,1
4,1397,1,65,88.59834,0,3,0
4,1398,2,77,103.0879,1,0,0
4,1399,1,61,102.9508,0,12,0
4,1400,1,60,95.37157,0,6,0
4,1401,1,38,97.71841,0,4,0
4,1401,3,19,101.1473,1,7,0
4,1401,3,6,104.2959,1,0,0
4,1401,3,12,100.681,1,6,1
4,1401,3,17,97.71841,0,6,0
4,1402,1,46,89.92669,0,3,0
4,1402,2,36,89.83673,1,4,0
4,1402,3,6,108.5339,0,0,1
4,1403,2,26,107.0094,1,6,0
4,1404,1,19,106.411,0,9,0
4,1404,2,42,107.2328,1,9,0
4,1405,2,66,113.1215,1,16,0
4,1405,3,35,73.1989,1,12,0
4,1406,1,49,78.54916,0,16,0
4,1407,1,38,98.45754,0,9,0
4,1407,2,31,98.45754,1,9,0
4,1407,3,0,98.45754,0,0,0
4,1408,1,69,104.3554,0,9,0
4,1408,2,61,104.3554,1,9,0
4,1409,1,62,95.1256,0,0,0
4,1409,2,59,87.86299,1,0,0
4,1409,3,11,88.8251,0,3,1
4,1409,3,23,82.38258,0,5,0
4,1409,3,15,80.65739,0,6,1
4,1409,3,19,95.88368,1,5,0
4,1409,3,13,92.10587,1,6,1
4,1410,1,48,101.6456,0,12,0
4,1410,2,46,112.4093,1,6,0
4,1410,3,26,114.5073,1,16,0
4,1410,3,19,97.01979,0,16,0
4,1410,3,12,108.3985,0,5,0
4,1410,3,22,102.966,1,16,0
4,1411,1,36,94.72971,0,16,0
4,1411,2,31,109.3711,1,9,0
4,1411,3,9,113.0263,0,2,1
4,1411,3,3,105.7091,1,0,0
4,1412,1,31,109.3711,0,9,0
4,1412,2,23,113.0796,1,16,0
4,1413,1,23,92.61492,0,7,0
4,1413,3,4,96.73288,1,0,0
4,1414,1,51,111.69,0,3,0
4,1415,1,57,91.50484,0,6,0
4,1415,2,39,85.37842,1,0,0
4,1415,3,29,88.44164,0,12,0
4,1416,1,51,122.0865,0,12,0
4,1416,2,41,89.65115,1,12,0
4,1416,3,6,104.2959,0,0,0
4,1416,3,11,120.3956,0,4,2
4,1417,1,37,125.6255,0,18,0
4,1417,2,39,129.9447,1,16,0
4,1417,3,7,109.8562,1,1,0
4,1418,2,52,112.2252,1,6,0
4,1419,1,21,112.696,0,9,0
4,1419,2,24,76.30202,1,6,0
4,1419,3,4,94.49902,0,0,0
4,1420,2,66,130.603,1,0,0
4,1421,1,26,108.6248,0,12,0
4,1421,2,22,120.6829,1,12,0
4,1422,1,74,119.1946,0,0,0
4,1423,1,73,109.9581,0,6,0
4,1423,2,70,109.9581,1,4,0
4,1423,3,34,110.5075,0,9,0
4,1423,3,36,109.4086,0,9,0
4,1424,3,9,104.4324,1,3,1
4,1425,2,38,105.8325,1,12,0
4,1426,1,61,120.091,0,6,0
4,1426,3,28,118.5544,0,6,0
4,1427,2,52,91.67805,1,16,0
4,1428,2,18,105.1729,1,9,0
4,1429,1,25,124.6693,0,16,0
4,1429,2,25,82.87546,1,9,0
4,1430,1,39,85.37842,0,9,0
4,1430,2,36,87.05025,1,16,0
4,1430,3,14,96.92323,0,9,1
4,1430,3,16,78.84913,1,10,1
4,1431,1,46,96.15388,0,4,0
4,1431,2,38,96.15388,1,6,0
4,1431,3,15,96.15388,1,9,0
4,1431,3,12,96.15388,0,5,0
4,1432,1,29,124.5309,0,10,0
4,1433,1,53,89.99332,0,0,0
4,1433,2,62,84.17956,1,0,0
4,1434,1,38,80.9022,0,9,0
4,1434,2,38,105.8325,1,6,0
4,1434,3,2,93.36737,1,0,0
4,1435,1,36,94.72971,0,10,0
4,1435,2,39,105.1856,1,8,0
4,1435,3,15,118.1579,0,9,1
4,1436,1,22,71.10277,0,9,0
4,1437,3,10,89.66396,0,4,1
4,1438,1,34,120.9886,0,16,0
4,1439,2,28,103.476,1,11,0
4,1440,1,32,120.7723,0,18,0
4,1441,1,13,92.10587,0,6,0
4,1442,2,51,96.09534,1,6,0
4,1443,1,30,95.02796,0,3,0
4,1443,2,29,98.21233,1,7,0
4,1443,3,4,94.94067,1,0,0
4,1443,3,6,91.58173,1,0,0
4,1444,1,22,105.8089,0,11,0
4,1445,1,73,91.50198,0,4,0
4,1445,2,52,91.50198,1,6,0
4,1446,1,29,92.94862,0,4,0
4,1447,1,57,100.1109,0,9,0
4,1447,2,53,96.36678,1,9,0
4,1447,3,20,103.5064,0,11,0
4,1447,3,27,119.2496,0,16,0
4,1448,2,49,130.6503,1,2,0
4,1449,3,13,102.9425,1,7,1
4,1450,1,26,113.8199,0,6,0
4,1450,2,28,124.9682,1,9,0
4,1450,3,0,111.5359,1,0,0
4,1450,3,3,111.5359,1,0,0
4,1450,3,6,95.81977,1,0,0
4,1451,2,26,91.60036,1,11,0
4,1452,1,40,94.81799,0,12,0
4,1452,3,15,107.3654,1,10,0
4,1452,3,12,89.43048,1,5,0
4,1452,3,12,99.43288,1,5,0
4,1452,3,18,114.3908,1,12,0
4,1453,1,35,105.0956,0,12,0
4,1453,3,7,127.5633,0,1,0
4,1453,3,5,103.4311,1,0,0
4,1453,3,10,77.36408,1,4,0
4,1454,1,55,106.0968,0,9,0
4,1455,2,45,112.3176,1,9,0
4,1456,1,81,78.12933,0,0,0
4,1457,1,25,88.09969,0,9,0
4,1457,2,25,108.9966,1,9,0
4,1457,3,0,98.54814,1,0,0
4,1458,1,40,87.24432,0,3,0
4,1458,3,13,97.52417,1,6,1
4,1458,3,18,99.72818,0,11,1
4,1458,3,14,102.2689,1,8,1
4,1459,1,57,107.6848,0,9,0
4,1459,2,60,95.37157,1,0,0
4,1460,1,40,113.6689,0,12,0
4,1460,2,38,90.87434,1,9,0
4,1460,3,17,99.29592,1,7,0
4,1460,3,4,98.1695,1,0,0
4,1461,2,27,108.7423,1,9,0
4,1462,1,79,106.9456,0,9,0
4,1462,2,64,111.4297,1,3,0
4,1462,3,37,90.39196,1,11,0
4,1462,3,26,119.015,1,9,0
4,1463,1,47,89.24751,0,6,0
4,1463,2,47,89.24751,1,6,0
4,1463,3,18,105.1729,1,11,1
4,1463,3,27,103.3901,0,11,0
4,1464,1,41,125.1169,0,16,0
4,1465,1,29,103.476,0,6,0
4,1465,3,4,109.6032,0,0,0
4,1465,3,9,125.9173,0,2,1
4,1466,3,12,71.27966,0,5,0
4,1467,1,33,93.54218,0,3,0
4,1467,2,30,105.4518,1,12,0
4,1467,3,3,99.49699,1,0,0
4,1468,1,38,97.00027,0,6,0
4,1468,2,61,74.22421,1,3,0
4,1469,2,36,114.3016,1,8,0
4,1470,1,46,94.67442,0,5,0
4,1470,2,46,85.17896,1,3,0
4,1470,3,16,89.9267,0,9,0
4,1470,3,22,89.9267,1,9,0
4,1471,1,28,84.08517,0,16,0
4,1471,2,28,84.08517,1,16,0
4,1472,2,37,85.3586,1,6,0
4,1473,1,50,132.5191,0,9,0
4,1473,2,43,81.02036,1,9,0
4,1473,3,18,112.0985,1,10,0
4,1473,3,13,86.77563,0,6,0
4,1474,1,35,110.1512,0,16,0
4,1474,2,38,110.1512,1,18,0
4,1474,3,3,110.1512,0,0,0
4,1475,1,30,91.89892,0,4,0
4,1475,2,31,98.45754,1,6,0
4,1475,3,2,91.89892,0,0,0
4,1475,3,9,100.1354,1,2,1
4,1475,3,0,91.89892,1,0,0
4,1475,3,8,90.13512,0,0,1
4,1476,2,42,81.56279,1,3,0
4,1477,3,13,92.10587,0,4,1
4,1478,1,36,94.72971,0,12,0
4,1478,2,33,98.42385,1,6,0
4,1478,3,10,106.7456,1,4,1
4,1478,3,4,98.30858,0,0,0
4,1478,3,11,93.33517,1,5,1
4,1479,1,51,116.8883,0,6,0
4,1479,2,51,90.89711,1,6,0
4,1479,3,17,125.7957,1,5,1
4,1479,3,27,124.799,0,11,0
4,1480,2,53,121.6481,1,9,0
4,1481,1,60,79.75396,0,0,0
4,1482,1,62,117.0177,0,6,0
4,1483,3,1,100.2892,0,0,0
4,1484,3,24,97.62106,0,7,0
4,1485,2,20,111.0241,1,10,0
4,1486,1,1,90.93482,0,0,0
4,1486,2,22,90.93482,1,9,0
4,1487,1,65,113.0796,0,8,0
4,1487,2,50,113.0796,1,8,0
4,1487,3,27,113.0796,0,12,0
4,1487,3,23,113.0796,1,16,0
4,1487,3,21,113.0796,0,16,0
4,1488,2,24,118.9401,1,12,0
4,1489,1,45,117.2652,0,16,0
4,1489,2,45,122.2127,1,12,0
4,1489,3,16,121.7654,0,10,2
4,1489,3,14,102.2689,0,6,2
4,1490,1,30,105.4518,0,9,0
4,1491,2,37,85.3586,1,0,0
4,1492,3,23,123.5151,1,16,2
4,1493,2,47,124.1186,1,16,0
4,1493,3,16,111.0363,0,6,0
4,1493,3,21,112.696,0,10,0
4,1493,3,15,118.1579,1,9,2
4,1494,1,45,102.4226,0,16,0
4,1495,1,27,106.0636,0,9,0
4,1495,2,61,90.43178,1,6,0
4,1496,3,9,102.2462,1,2,0
4,1497,3,3,100.7517,0,0,0
4,1498,2,58,94.05573,1,2,0
4,1499,2,42,107.2328,1,9,0
4,1499,3,13,108.3608,1,6,1
4,1500,1,34,118.2408,0,6,0
4,1501,1,21,103.6256,0,16,0
4,1501,2,30,87.05846,1,16,0
4,1502,1,32,131.0089,0,9,0
4,1502,2,29,119.2672,1,6,0
4,1502,3,8,85.79499,0,1,1
4,1502,3,9,117.3233,1,3,1
4,1503,1,22,105.8089,0,16,0
4,1503,2,46,104.1699,1,16,0
4,1504,2,34,94.78603,1,9,0
4,1504,3,3,113.6345,1,0,0
4,1504,3,2,113.6345,0,0,0
4,1505,1,33,98.42385,0,9,0
4,1505,2,30,95.02796,1,10,0
4,1506,1,64,88.03864,0,0,0
4,1506,2,62,89.65257,1,0,0
4,1506,3,17,78.0961,1,6,0
4,1507,1,28,94.66548,0,2,0
4,1507,2,28,89.19555,1,0,0
4,1507,3,9,100.1354,0,2,1
4,1507,3,4,94.66548,1,0,0
4,1507,3,0,94.66548,1,0,0
4,1508,3,11,93.33517,1,4,1
4,1509,3,7,122.1558,0,0,1
4,1510,3,0,109.3916,0,0,0
4,1511,3,4,114.552,0,0,0
4,1512,1,52,106.4868,0,9,0
4,1512,2,52,93.10866,1,6,0
4,1512,3,8,109.74,0,1,0
4,1513,1,34,123.6884,0,16,0
4,1514,3,22,125.6409,1,9,0
4,1515,2,26,98.23469,1,6,0
4,1516,1,18,94.2835,0,9,0
4,1516,2,38,95.8604,1,6,0
4,1517,3,14,86.2318,0,7,1
4,1518,1,32,84.94422,0,5,0
4,1519,2,26,119.015,1,16,0
4,1520,1,29,101.9232,0,0,0
4,1520,2,30,119.166,1,9,0
4,1520,3,12,105.1026,1,5,0
4,1520,3,7,110.0148,1,0,0
4,1520,3,5,94.65277,1,0,0
4,1521,2,75,83.28692,1,2,0
4,1522,1,60,142.6966,0,12,0
4,1523,1,34,110.5075,0,16,0
4,1524,2,45,97.47506,1,6,0
4,1525,2,43,128.6555,1,6,0
4,1525,3,18,105.1729,1,9,0
4,1526,3,0,91.58945,0,0,0
4,1527,1,54,109.4943,0,4,0
4,1527,2,52,107.0444,1,8,0
4,1527,3,27,108.7423,0,12,0
4,1527,3,21,112.696,0,12,0
4,1528,3,1,110.6637,1,0,0
4,1529,1,37,130.6588,0,9,0
4,1529,2,31,120.2847,1,9,0
4,1529,3,1,117.5086,1,0,0
4,1529,3,13,124.6157,1,7,1
4,1529,3,8,94.47525,1,1,1
4,1530,1,46,122.913,0,12,0
4,1530,2,44,122.913,1,12,0
4,1530,3,16,122.913,1,10,0
4,1530,3,18,122.913,0,10,0
4,1531,3,17,99.29592,1,10,0
4,1532,3,34,101.7551,0,16,0
4,1533,3,8,90.13512,1,1,1
4,1534,1,49,104.5997,0,3,0
4,1534,2,49,104.5997,1,2,0
4,1535,3,8,111.8358,1,1,1
4,1536,2,26,87.78384,1,9,0
4,1537,1,57,134.6513,0,6,0
4,1537,2,46,85.17896,1,3,0
4,1537,3,19,101.1473,0,11,0
4,1537,3,27,87.33348,1,9,0
4,1538,1,74,114.1554,0,3,0
4,1538,3,47,114.1554,0,16,0
4,1539,2,65,88.59834,1,0,0
4,1540,1,62,84.16842,0,7,0
4,1541,2,66,82.86243,1,9,0
4,1542,3,5,88.64217,1,0,0
4,1543,1,31,131.1983,0,11,0
4,1543,2,36,94.72971,1,9,0
4,1543,3,2,107.2493,0,0,0
4,1543,3,6,95.81977,1,0,1
4,1544,1,60,118.7393,0,16,0
4,1544,2,48,118.7393,1,12,0
4,1545,2,48,113.9161,1,6,0
4,1546,3,19,117.0272,1,6,0
4,1547,3,37,78.12933,1,3,0
4,1548,1,28,84.08517,0,12,0
4,1549,2,45,92.68569,1,6,0
4,1550,1,69,95.28203,0,16,0
4,1550,2,39,95.28203,1,12,0
4,1551,3,7,85.25719,0,0,1
4,1552,1,14,112.9604,0,7,0
4,1552,2,30,115.8756,1,9,0
4,1553,1,54,105.197,0,16,0
4,1553,2,57,102.2915,1,9,0
4,1553,3,23,123.3119,1,16,0
4,1553,3,27,87.33348,0,16,0
4,1554,1,36,114.3016,0,9,0
4,1554,2,35,105.3054,1,9,0
4,1554,3,16,116.4008,1,9,1
4,1554,3,12,114.2622,1,7,1
4,1555,1,36,80.05079,0,6,0
4,1555,2,37,85.3586,1,6,0
4,1555,3,11,70.78481,0,4,0
4,1555,3,7,85.25719,0,1,1
4,1556,1,41,110.1271,0,6,0
4,1557,1,26,98.23469,0,6,0
4,1558,2,42,86.69679,1,9,0
4,1559,3,3,121.0337,1,0,0
4,1560,2,42,91.8308,1,6,0
4,1561,1,47,99.21066,0,6,0
4,1561,2,42,91.8308,1,12,0
4,1561,3,4,96.77913,1,0,0
4,1561,3,0,96.77913,0,0,0
4,1561,3,17,99.29592,1,11,1
4,1562,2,30,105.4518,1,9,0
4,1563,1,49,97.7038,0,9,0
4,1563,2,46,74.14677,1,9,0
4,1563,3,17,80.77867,1,9,0
4,1563,3,24,104.5784,0,6,0
4,1564,2,19,80.09274,1,7,0
4,1565,3,7,122.1558,1,1,1
4,1566,1,21,123.5083,0,12,0
4,1566,3,1,122.0956,1,0,0
4,1567,3,2,94.94067,1,0,0
4,1568,1,23,118.1958,0,12,0
4,1568,2,48,123.5626,1,9,0
4,1569,1,48,89.27471,0,9,0
4,1569,2,47,84.26592,1,6,0
4,1569,3,17,89.27471,1,9,0
4,1569,3,24,89.27471,0,16,0
4,1569,3,18,94.2835,1,9,0
4,1570,1,24,129.5996,0,16,0
4,1571,3,30,121.0876,1,16,0
4,1572,1,56,102.3548,0,0,0
4,1572,2,52,96.68279,1,0,0
4,1572,3,10,98.20477,1,3,1
4,1572,3,14,96.92323,1,6,1
4,1572,3,14,86.2318,0,4,1
4,1572,3,18,83.39413,1,6,0
4,1572,3,16,84.21366,0,6,0
4,1573,1,25,114.2208,0,9,0
4,1573,2,46,127.9085,1,9,0
4,1574,1,31,103.2279,0,10,0
4,1574,2,32,90.06252,1,9,0
4,1574,3,11,106.8654,0,4,1
4,1574,3,5,112.7557,1,0,0
4,1575,3,5,84.62325,1,0,0
4,1576,2,41,109.3752,1,9,0
4,1577,1,48,94.623,0,3,0
4,1577,2,48,109.0928,1,6,0
4,1577,3,21,101.8838,0,11,1
4,1577,3,17,109.8958,1,9,0
4,1577,3,6,117.01,0,0,0
4,1577,3,23,106.5011,0,8,0
4,1578,1,33,98.42385,0,8,0
4,1578,2,53,95.26912,1,0,0
4,1579,2,35,114.9969,1,6,0
4,1580,2,37,105.492,1,3,0
4,1581,1,9,82.94753,0,2,0
4,1581,2,34,82.94753,1,6,0
4,1582,1,28,109.637,0,8,0
4,1583,2,37,115.5588,1,6,0
4,1584,1,39,129.9447,0,16,0
4,1584,2,26,113.8199,1,16,0
4,1585,1,26,108.6248,0,7,0
4,1585,2,54,100.0235,1,0,0
4,1586,1,63,99.79972,0,16,0
4,1586,2,59,99.79972,1,12,0
4,1587,1,28,115.8047,0,9,0
4,1588,3,29,66.63006,0,9,0
4,1589,1,39,129.9447,0,16,0
4,1589,2,30,110.6637,1,16,0
4,1589,3,3,113.7691,0,0,0
4,1589,3,5,100.6989,1,0,0
4,1590,2,33,113.0689,1,16,0
4,1591,2,35,110.1512,1,9,0
4,1591,3,6,95.81977,1,0,0
4,1591,3,9,108.7294,0,3,2
4,1592,3,20,90.33891,1,6,0
4,1593,1,26,82.64948,0,9,0
4,1593,2,26,82.64948,1,16,0
4,1593,3,2,82.64948,1,0,0
4,1594,3,18,121.5069,1,9,0
4,1595,1,52,121.0337,0,6,0
4,1595,2,47,129.1001,1,3,0
4,1595,3,17,104.5959,0,9,1
4,1595,3,23,121.0337,0,8,0
4,1595,3,26,129.4051,0,9,0
4,1596,1,25,91.50198,0,2,0
4,1597,1,27,114.0946,0,8,0
4,1597,2,26,103.4298,1,9,0
4,1597,3,3,108.7622,1,0,0
4,1598,1,78,102.8782,0,0,0
4,1599,1,50,109.0815,0,11,0
4,1599,2,50,109.8871,1,12,0
4,1599,3,25,108.9966,1,12,0
4,1599,3,13,108.3608,0,7,1
4,1600,1,34,94.78603,0,9,0
4,1601,1,39,120.0411,0,9,0
4,1601,2,41,94.77014,1,9,0
4,1601,3,13,119.1974,0,8,1
4,1601,3,12,96.15388,1,7,1
4,1601,3,10,102.4752,1,3,1
4,1602,1,35,74.46898,0,9,0
4,1602,2,34,101.4797,1,16,0
4,1602,3,6,77.5336,0,0,0
4,1603,2,42,107.2328,1,12,0
4,1604,3,8,116.1759,0,3,1
4,1605,1,40,97.41296,0,9,0
4,1606,1,51,106.4918,0,6,0
4,1606,2,47,114.1554,1,9,0
4,1606,3,22,105.8089,1,16,1
4,1607,1,35,114.9969,0,9,0
4,1607,2,31,114.8279,1,9,0
4,1607,3,6,83.10564,1,0,0
4,1607,3,10,98.20477,1,4,1
4,1608,3,25,93.32391,1,9,0
4,1609,1,72,119.445,0,9,0
4,1609,2,64,119.445,1,9,0
4,1609,3,25,119.445,1,16,0
4,1610,1,27,82.64948,0,16,0
4,1611,1,42,111.62,0,16,0
4,1611,2,38,104.9985,1,9,0
4,1611,3,2,113.6579,1,0,0
4,1611,3,12,74.92458,1,6,0
4,1612,1,25,106.7591,0,11,0
4,1613,3,14,88.59052,0,0,0
4,1614,2,70,114.1554,1,1,0
4,1615,2,56,107.9948,1,9,0
4,1615,3,29,103.476,1,11,0
4,1615,3,24,105.6523,0,12,0
4,1615,3,18,105.1729,1,12,0
4,1615,3,22,110.7669,1,12,0
4,1615,3,22,100.8508,0,11,0
4,1616,1,49,83.75928,0,9,0
4,1616,3,18,116.0622,0,11,0
4,1617,1,45,107.3701,0,6,0
4,1617,2,46,85.17896,1,6,0
4,1617,3,21,118.1022,0,12,1
4,1618,1,32,100.2991,0,9,0
4,1618,2,27,98.03791,1,9,0
4,1618,3,5,112.7557,0,0,0
4,1618,3,1,103.6976,0,0,0
4,1619,2,51,96.09534,1,6,0
4,1620,2,42,107.2328,1,12,0
4,1621,2,40,97.81416,1,3,0
4,1622,2,28,94.30592,1,12,0
4,1623,2,26,82.64948,1,9,0
4,1624,1,48,80.09162,0,6,0
4,1624,2,31,82.08714,1,2,0
4,1624,3,17,78.0961,1,11,1
4,1625,1,59,109.9061,0,3,0
4,1625,2,53,100.5449,1,3,0
4,1625,3,29,119.2672,1,5,0
4,1626,2,23,97.73109,1,9,0
4,1627,1,52,107.0444,0,6,0
4,1627,2,42,86.69679,1,0,0
4,1627,3,27,108.7423,0,12,0
4,1627,3,25,96.94641,1,12,0
4,1627,3,22,90.93482,0,6,0
4,1627,3,9,91.54147,0,2,0
4,1627,3,11,97.84525,1,5,0
4,1628,2,51,122.0865,1,16,0
4,1629,3,15,102.0863,1,8,2
4,1630,1,36,99.62268,0,11,0
4,1630,2,36,104.5157,1,11,0
4,1630,3,7,113.9561,0,0,1
4,1630,3,12,109.7351,1,6,1
4,1631,1,49,109.8098,0,6,0
4,1632,1,37,100.4587,0,8,0
4,1632,3,20,85.16763,0,8,0
4,1632,3,8,81.45486,1,0,1
4,1632,3,17,83.39606,1,8,1
4,1633,1,39,117.9888,0,9,0
4,1634,1,27,108.7423,0,12,0
4,1635,1,38,100.8465,0,12,0
4,1635,2,33,98.42385,1,16,0
4,1635,3,11,99.63516,0,4,1
4,1635,3,3,99.63516,0,0,0
4,1636,1,33,93.54218,0,11,0
4,1636,3,6,129.7241,1,0,1
4,1637,2,35,81.07687,1,6,0
4,1637,3,4,81.07687,1,0,0
4,1638,2,42,117.5008,1,2,0
4,1639,1,42,102.0988,0,9,0
4,1640,2,69,119.1946,1,2,0
4,1641,3,11,106.8654,0,5,1
4,1642,1,33,113.0689,0,9,0
4,1642,2,38,80.9022,1,9,0
4,1643,1,42,96.96481,0,12,0
4,1644,3,16,105.982,0,7,0
4,1645,2,77,105.4174,1,6,0
4,1646,1,27,76.62905,0,9,0
4,1646,2,19,90.62003,1,18,0
4,1647,1,57,119.3323,0,9,0
4,1648,3,19,116.9383,1,16,2
4,1649,2,57,73.99197,1,1,0
4,1650,3,2,119.1946,1,0,0
4,1651,2,36,109.4086,1,12,0
4,1651,3,7,101.6566,1,0,2
4,1652,1,40,108.384,0,9,0
4,1653,3,23,107.4122,1,11,0
4,1654,1,56,79.79504,0,6,0
4,1654,2,50,104.8333,1,6,0
4,1654,3,23,118.1958,0,16,1
4,1654,3,19,111.6746,0,16,1
4,1654,3,12,105.2081,1,5,1
4,1655,2,44,82.97987,1,0,0
4,1655,3,16,100.3073,0,10,1
4,1655,3,24,108.2806,0,9,0
4,1655,3,10,98.20477,1,5,1
4,1655,3,23,102.8473,0,9,0
4,1656,2,28,114.7474,1,16,0
4,1656,3,0,122.7031,1,0,0
4,1657,1,17,88.69601,0,9,0
4,1657,2,42,102.0988,1,6,0
4,1658,1,22,115.7249,0,3,0
4,1658,2,41,84.53217,1,6,0
4,1659,3,3,104.8055,1,0,0
4,1660,2,41,99.88912,1,12,0
4,1661,3,28,114.7474,0,18,2
4,1662,1,54,94.84998,0,6,0
4,1662,3,18,110.6175,1,11,0
4,1663,2,29,98.21233,1,16,0
4,1664,1,66,107.4917,0,0,0
4,1664,2,62,95.1256,1,3,0
4,1664,3,28,119.8578,0,10,0
4,1665,3,20,116.1953,0,16,2
4,1666,1,24,72.25933,0,6,0
4,1666,2,26,72.25933,1,9,0
4,1667,1,55,88.84534,0,6,0
4,1668,1,33,108.1872,0,9,0
4,1669,1,48,94.623,0,6,0
4,1670,1,47,99.21066,0,6,0
4,1670,2,46,118.4131,1,10,0
4,1670,3,18,110.6175,1,9,0
4,1670,3,19,122.2019,0,11,1
4,1670,3,11,115.8855,1,5,1
4,1670,3,13,113.7791,0,6,1
4,1671,1,28,79.30299,0,9,0
4,1671,2,31,71.17354,1,5,0
4,1671,3,4,79.30299,1,0,0
4,1671,3,13,92.10587,1,7,1
4,1672,1,47,124.1186,0,12,0
4,1672,2,41,120.365,1,12,0
4,1672,3,18,110.6175,1,11,2
4,1672,3,16,111.0363,0,9,2
4,1672,3,22,115.7249,1,16,2
4,1673,2,19,101.1473,1,9,0
4,1674,1,38,100.8465,0,16,0
4,1675,1,32,105.4174,0,9,0
4,1676,1,39,105.1856,0,9,0
4,1676,3,13,97.52417,0,6,1
4,1676,3,3,102.7378,1,0,0
4,1677,1,42,86.69679,0,6,0
4,1677,2,34,94.78603,1,6,0
4,1677,3,18,105.1729,0,9,0
4,1677,3,9,87.24451,1,1,1
4,1677,3,12,87.09971,1,5,1
4,1678,3,21,96.47766,1,3,0
4,1679,3,1,112.7598,0,0,0
4,1680,1,25,112.696,0,8,0
4,1680,2,21,112.696,1,9,0
4,1680,3,2,112.696,0,0,0
4,1681,1,43,83.92256,0,12,0
4,1681,2,42,95.07931,1,11,0
4,1681,3,11,101.5001,1,5,0
4,1681,3,19,78.14852,1,16,0
4,1682,1,34,131.4696,0,9,0
4,1682,2,40,103.0991,1,6,0
4,1683,1,21,130.1021,0,11,0
4,1684,2,29,98.21233,1,9,0
4,1684,3,9,121.6203,0,3,1
4,1684,3,5,76.5854,0,0,0
4,1685,1,43,108.4884,0,8,0
4,1685,2,39,90.33022,1,9,0
4,1685,3,17,99.29592,0,10,1
4,1685,3,7,89.35703,1,0,1
4,1685,3,11,97.84525,0,4,1
4,1686,1,28,109.637,0,11,0
4,1687,1,33,103.3055,0,8,0
4,1687,2,33,113.0689,1,8,0
4,1687,3,10,119.5568,1,5,1
4,1688,2,63,89.86331,1,0,0
4,1689,1,25,88.09969,0,6,0
4,1689,2,43,88.3213,1,6,0
4,1690,1,16,111.0363,0,10,0
4,1691,3,4,112.141,1,0,0
4,1691,3,6,108.5339,1,0,1
4,1692,1,40,81.95939,0,5,0
4,1692,2,40,124.2388,1,3,0
4,1692,3,10,93.93436,1,2,1
4,1692,3,14,102.2689,0,4,1
4,1692,3,18,77.94946,0,6,0
4,1693,1,50,125.0483,0,16,0
4,1694,2,33,88.66051,1,8,0
4,1695,3,18,94.2835,1,11,2
4,1696,1,38,83.39413,0,4,0
4,1696,2,36,83.39413,1,0,0
4,1696,3,16,83.39413,0,0,0
4,1696,3,18,83.39413,1,4,0
4,1696,3,0,83.39413,1,0,0
4,1696,3,11,83.39413,0,4,0
4,1696,3,2,83.39413,1,0,0
4,1697,3,3,75.59775,0,0,0
4,1698,2,35,85.92258,1,9,0
4,1699,1,29,98.21233,0,9,0
4,1699,2,28,99.4163,1,9,0
4,1699,3,8,129.1963,0,2,2
4,1700,1,34,115.7481,0,7,0
4,1700,2,33,113.0689,1,9,0
4,1701,3,5,92.66109,1,0,0
4,1702,2,42,116.2305,1,9,0
4,1703,2,75,109.9252,1,6,0
4,1704,3,1,100.7517,1,0,0
4,1705,1,68,95.86044,0,0,0
4,1706,2,56,79.79504,1,5,0
4,1707,1,43,103.4466,0,9,0
4,1707,3,5,76.5854,0,0,0
4,1707,3,2,94.98331,1,0,0
